estado,situacao,votos,eleicao,ano,turno
Paraná,VOTOS EM BRANCO,362179,Nulos e Brancos 1998 Turno 1,1998,1
Santa Catarina,VOTOS EM BRANCO,190390,Nulos e Brancos 1998 Turno 1,1998,1
R. G. do Sul,VOTOS EM BRANCO,407055,Nulos e Brancos 1998 Turno 1,1998,1
M. G. do Sul,VOTOS EM BRANCO,57510,Nulos e Brancos 1998 Turno 1,1998,1
Mato Grosso,VOTOS EM BRANCO,88684,Nulos e Brancos 1998 Turno 1,1998,1
Goiás,VOTOS EM BRANCO,235201,Nulos e Brancos 1998 Turno 1,1998,1
Distrito Federal,VOTOS EM BRANCO,18944,Nulos e Brancos 1998 Turno 1,1998,1
Rondônia,VOTOS NULOS,51510,Nulos e Brancos 1998 Turno 1,1998,1
Acre,VOTOS NULOS,28979,Nulos e Brancos 1998 Turno 1,1998,1
Amazonas,VOTOS NULOS,93460,Nulos e Brancos 1998 Turno 1,1998,1
Roraima,VOTOS NULOS,15680,Nulos e Brancos 1998 Turno 1,1998,1
Pará,VOTOS NULOS,200393,Nulos e Brancos 1998 Turno 1,1998,1
Amapá,VOTOS NULOS,20633,Nulos e Brancos 1998 Turno 1,1998,1
Tocantins,VOTOS NULOS,54563,Nulos e Brancos 1998 Turno 1,1998,1
Maranhão,VOTOS NULOS,261234,Nulos e Brancos 1998 Turno 1,1998,1
Piauí,VOTOS NULOS,156887,Nulos e Brancos 1998 Turno 1,1998,1
Ceará,VOTOS NULOS,371781,Nulos e Brancos 1998 Turno 1,1998,1
R. G. do Norte,VOTOS NULOS,156863,Nulos e Brancos 1998 Turno 1,1998,1
Paraíba,VOTOS NULOS,258592,Nulos e Brancos 1998 Turno 1,1998,1
Pernambuco,VOTOS NULOS,537269,Nulos e Brancos 1998 Turno 1,1998,1
Alagoas,VOTOS NULOS,209661,Nulos e Brancos 1998 Turno 1,1998,1
Sergipe,VOTOS NULOS,107926,Nulos e Brancos 1998 Turno 1,1998,1
Bahia,VOTOS NULOS,754938,Nulos e Brancos 1998 Turno 1,1998,1
Minas Gerais,VOTOS NULOS,983910,Nulos e Brancos 1998 Turno 1,1998,1
Espírito Santo,VOTOS NULOS,136664,Nulos e Brancos 1998 Turno 1,1998,1
Rio de Janeiro,VOTOS NULOS,952910,Nulos e Brancos 1998 Turno 1,1998,1
São Paulo,VOTOS NULOS,1982703,Nulos e Brancos 1998 Turno 1,1998,1
Paraná,VOTOS NULOS,466612,Nulos e Brancos 1998 Turno 1,1998,1
Santa Catarina,VOTOS NULOS,213721,Nulos e Brancos 1998 Turno 1,1998,1
R. G. do Sul,VOTOS NULOS,398997,Nulos e Brancos 1998 Turno 1,1998,1
M. G. do Sul,VOTOS NULOS,89937,Nulos e Brancos 1998 Turno 1,1998,1
Mato Grosso,VOTOS NULOS,79957,Nulos e Brancos 1998 Turno 1,1998,1
Goiás,VOTOS NULOS,214929,Nulos e Brancos 1998 Turno 1,1998,1
Distrito Federal,VOTOS NULOS,85422,Nulos e Brancos 1998 Turno 1,1998,1
Rondônia,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),103927,Presidente,1998,1
Acre,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),59690,Presidente,1998,1
Amazonas,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),211507,Presidente,1998,1
Roraima,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),20601,Presidente,1998,1
Pará,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),530722,Presidente,1998,1
Amapá,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),62394,Presidente,1998,1
Tocantins,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),66607,Presidente,1998,1
Maranhão,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),444912,Presidente,1998,1
Piauí,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),270465,Presidente,1998,1
Ceará,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),872290,Presidente,1998,1
R. G. do Norte,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),267883,Presidente,1998,1
Paraíba,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),402293,Presidente,1998,1
Pernambuco,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),890971,Presidente,1998,1
Alagoas,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),161584,Presidente,1998,1
Sergipe,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),221565,Presidente,1998,1
Bahia,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),1372797,Presidente,1998,1
Minas Gerais,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),2129100,Presidente,1998,1
Espírito Santo,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),263636,Presidente,1998,1
Rio de Janeiro,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),2851274,Presidente,1998,1
São Paulo,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),4688677,Presidente,1998,1
Paraná,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),1168853,Presidente,1998,1
Santa Catarina,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),929698,Presidente,1998,1
R. G. do Sul,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),2460551,Presidente,1998,1
M. G. do Sul,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),210120,Presidente,1998,1
Mato Grosso,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),149462,Presidente,1998,1
Goiás,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),371175,Presidente,1998,1
Distrito Federal,Luiz Inácio Lula da Silva PT (PDT-PSB-PCdoB),287579,Presidente,1998,1
Rondônia,ABSTENÇÃO,189089,Nulos e Brancos 2002 Turno 1,2002,1
Acre,ABSTENÇÃO,79355,Nulos e Brancos 2002 Turno 1,2002,1
Amazonas,ABSTENÇÃO,332419,Nulos e Brancos 2002 Turno 1,2002,1
Roraima,ABSTENÇÃO,33313,Nulos e Brancos 2002 Turno 1,2002,1
Pará,ABSTENÇÃO,792338,Nulos e Brancos 2002 Turno 1,2002,1
Amapá,ABSTENÇÃO,42259,Nulos e Brancos 2002 Turno 1,2002,1
Tocantins,ABSTENÇÃO,161818,Nulos e Brancos 2002 Turno 1,2002,1
Maranhão,ABSTENÇÃO,812664,Nulos e Brancos 2002 Turno 1,2002,1
Piauí,ABSTENÇÃO,291650,Nulos e Brancos 2002 Turno 1,2002,1
Ceará,ABSTENÇÃO,945124,Nulos e Brancos 2002 Turno 1,2002,1
R. G. do Norte,ABSTENÇÃO,337515,Nulos e Brancos 2002 Turno 1,2002,1
Paraíba,ABSTENÇÃO,416560,Nulos e Brancos 2002 Turno 1,2002,1
Pernambuco,ABSTENÇÃO,1150439,Nulos e Brancos 2002 Turno 1,2002,1
Alagoas,ABSTENÇÃO,338597,Nulos e Brancos 2002 Turno 1,2002,1
Sergipe,ABSTENÇÃO,198744,Nulos e Brancos 2002 Turno 1,2002,1
Bahia,ABSTENÇÃO,2168773,Nulos e Brancos 2002 Turno 1,2002,1
Minas Gerais,ABSTENÇÃO,2166502,Nulos e Brancos 2002 Turno 1,2002,1
Espírito Santo,ABSTENÇÃO,378376,Nulos e Brancos 2002 Turno 1,2002,1
Rio de Janeiro,ABSTENÇÃO,1499735,Nulos e Brancos 2002 Turno 1,2002,1
São Paulo,ABSTENÇÃO,4087339,Nulos e Brancos 2002 Turno 1,2002,1
Paraná,ABSTENÇÃO,1078033,Nulos e Brancos 2002 Turno 1,2002,1
Santa Catarina,ABSTENÇÃO,516405,Nulos e Brancos 2002 Turno 1,2002,1
R. G. do Sul,ABSTENÇÃO,955150,Nulos e Brancos 2002 Turno 1,2002,1
M. G. do Sul,ABSTENÇÃO,254257,Nulos e Brancos 2002 Turno 1,2002,1
Mato Grosso,ABSTENÇÃO,384833,Nulos e Brancos 2002 Turno 1,2002,1
Goiás,ABSTENÇÃO,573047,Nulos e Brancos 2002 Turno 1,2002,1
Distrito Federal,ABSTENÇÃO,234334,Nulos e Brancos 2002 Turno 1,2002,1
Rondônia,VOTOS EM BRANCO,14473,Nulos e Brancos 2002 Turno 1,2002,1
Acre,VOTOS EM BRANCO,3968,Nulos e Brancos 2002 Turno 1,2002,1
Amazonas,VOTOS EM BRANCO,16124,Nulos e Brancos 2002 Turno 1,2002,1
Roraima,VOTOS EM BRANCO,1944,Nulos e Brancos 2002 Turno 1,2002,1
Pará,VOTOS EM BRANCO,53119,Nulos e Brancos 2002 Turno 1,2002,1
Amapá,VOTOS EM BRANCO,2017,Nulos e Brancos 2002 Turno 1,2002,1
Tocantins,VOTOS EM BRANCO,11637,Nulos e Brancos 2002 Turno 1,2002,1
Maranhão,VOTOS EM BRANCO,89385,Nulos e Brancos 2002 Turno 1,2002,1
Piauí,VOTOS EM BRANCO,40385,Nulos e Brancos 2002 Turno 1,2002,1
Ceará,VOTOS EM BRANCO,102111,Nulos e Brancos 2002 Turno 1,2002,1
R. G. do Norte,VOTOS EM BRANCO,59322,Nulos e Brancos 2002 Turno 1,2002,1
Paraíba,VOTOS EM BRANCO,83551,Nulos e Brancos 2002 Turno 1,2002,1
Pernambuco,VOTOS EM BRANCO,222637,Nulos e Brancos 2002 Turno 1,2002,1
Alagoas,VOTOS EM BRANCO,47296,Nulos e Brancos 2002 Turno 1,2002,1
Sergipe,VOTOS EM BRANCO,37003,Nulos e Brancos 2002 Turno 1,2002,1
Bahia,VOTOS EM BRANCO,216749,Nulos e Brancos 2002 Turno 1,2002,1
Minas Gerais,VOTOS EM BRANCO,369632,Nulos e Brancos 2002 Turno 1,2002,1
Espírito Santo,VOTOS EM BRANCO,50398,Nulos e Brancos 2002 Turno 1,2002,1
Rio de Janeiro,VOTOS EM BRANCO,160845,Nulos e Brancos 2002 Turno 1,2002,1
São Paulo,VOTOS EM BRANCO,717220,Nulos e Brancos 2002 Turno 1,2002,1
Paraná,VOTOS EM BRANCO,156028,Nulos e Brancos 2002 Turno 1,2002,1
Santa Catarina,VOTOS EM BRANCO,80032,Nulos e Brancos 2002 Turno 1,2002,1
R. G. do Sul,VOTOS EM BRANCO,204935,Nulos e Brancos 2002 Turno 1,2002,1
M. G. do Sul,VOTOS EM BRANCO,23218,Nulos e Brancos 2002 Turno 1,2002,1
Mato Grosso,VOTOS EM BRANCO,28842,Nulos e Brancos 2002 Turno 1,2002,1
Goiás,VOTOS EM BRANCO,62565,Nulos e Brancos 2002 Turno 1,2002,1
Distrito Federal,VOTOS EM BRANCO,17517,Nulos e Brancos 2002 Turno 1,2002,1
Rondônia,VOTOS NULOS,50012,Nulos e Brancos 2002 Turno 1,2002,1
Acre,VOTOS NULOS,21574,Nulos e Brancos 2002 Turno 1,2002,1
Amazonas,VOTOS NULOS,65142,Nulos e Brancos 2002 Turno 1,2002,1
Roraima,VOTOS NULOS,13250,Nulos e Brancos 2002 Turno 1,2002,1
Pará,VOTOS NULOS,191518,Nulos e Brancos 2002 Turno 1,2002,1
Amapá,VOTOS NULOS,12552,Nulos e Brancos 2002 Turno 1,2002,1
Tocantins,VOTOS NULOS,89275,Nulos e Brancos 2002 Turno 1,2002,1
Maranhão,VOTOS NULOS,426476,Nulos e Brancos 2002 Turno 1,2002,1
Piauí,VOTOS NULOS,200972,Nulos e Brancos 2002 Turno 1,2002,1
Ceará,VOTOS NULOS,319650,Nulos e Brancos 2002 Turno 1,2002,1
R. G. do Norte,VOTOS NULOS,189135,Nulos e Brancos 2002 Turno 1,2002,1
Paraíba,VOTOS NULOS,242757,Nulos e Brancos 2002 Turno 1,2002,1
Pernambuco,VOTOS NULOS,454269,Nulos e Brancos 2002 Turno 1,2002,1
Alagoas,VOTOS NULOS,138013,Nulos e Brancos 2002 Turno 1,2002,1
Sergipe,VOTOS NULOS,104555,Nulos e Brancos 2002 Turno 1,2002,1
Bahia,VOTOS NULOS,937516,Nulos e Brancos 2002 Turno 1,2002,1
Minas Gerais,VOTOS NULOS,731319,Nulos e Brancos 2002 Turno 1,2002,1
Espírito Santo,VOTOS NULOS,105655,Nulos e Brancos 2002 Turno 1,2002,1
Rio de Janeiro,VOTOS NULOS,376933,Nulos e Brancos 2002 Turno 1,2002,1
São Paulo,VOTOS NULOS,1101591,Nulos e Brancos 2002 Turno 1,2002,1
Paraná,VOTOS NULOS,362091,Nulos e Brancos 2002 Turno 1,2002,1
Santa Catarina,VOTOS NULOS,183080,Nulos e Brancos 2002 Turno 1,2002,1
R. G. do Sul,VOTOS NULOS,288294,Nulos e Brancos 2002 Turno 1,2002,1
M. G. do Sul,VOTOS NULOS,58190,Nulos e Brancos 2002 Turno 1,2002,1
Mato Grosso,VOTOS NULOS,64966,Nulos e Brancos 2002 Turno 1,2002,1
Goiás,VOTOS NULOS,189953,Nulos e Brancos 2002 Turno 1,2002,1
Distrito Federal,VOTOS NULOS,56652,Nulos e Brancos 2002 Turno 1,2002,1
Rondônia,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),283279,Presidente,2002,1
Acre,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),123999,Presidente,2002,1
Amazonas,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),530246,Presidente,2002,1
Roraima,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),71952,Presidente,2002,1
Pará,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),1070416,Presidente,2002,1
Amapá,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),116507,Presidente,2002,1
Tocantins,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),225291,Presidente,2002,1
Maranhão,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),843132,Presidente,2002,1
Piauí,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),615576,Presidente,2002,1
Ceará,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),1353339,Presidente,2002,1
R. G. do Norte,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),581544,Presidente,2002,1
Paraíba,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),754329,Presidente,2002,1
Pernambuco,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),1657476,Presidente,2002,1
Alagoas,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),307751,Presidente,2002,1
Sergipe,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),357557,Presidente,2002,1
Bahia,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),2899280,Presidente,2002,1
Minas Gerais,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),4990085,Presidente,2002,1
Espírito Santo,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),717646,Presidente,2002,1
Rio de Janeiro,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),3284258,Presidente,2002,1
São Paulo,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),9106914,Presidente,2002,1
Paraná,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),2540328,Presidente,2002,1
Santa Catarina,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),1719739,Presidente,2002,1
R. G. do Sul,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),2667451,Presidente,2002,1
M. G. do Sul,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),446438,Presidente,2002,1
Mato Grosso,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),509151,Presidente,2002,1
Goiás,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),1069398,Presidente,2002,1
Distrito Federal,Luiz Inácio Lula da Silva PT (PCB-PL-PMN-PCdoB),592977,Presidente,2002,1
Rondônia,ABSTENÇÃO,202715,Nulos e Brancos 2006 Turno 1,2006,1
Acre,ABSTENÇÃO,78422,Nulos e Brancos 2006 Turno 1,2006,1
Amazonas,ABSTENÇÃO,316270,Nulos e Brancos 2006 Turno 1,2006,1
Roraima,ABSTENÇÃO,34357,Nulos e Brancos 2006 Turno 1,2006,1
Pará,ABSTENÇÃO,824058,Nulos e Brancos 2006 Turno 1,2006,1
Amapá,ABSTENÇÃO,51487,Nulos e Brancos 2006 Turno 1,2006,1
Tocantins,ABSTENÇÃO,160646,Nulos e Brancos 2006 Turno 1,2006,1
Maranhão,ABSTENÇÃO,817081,Nulos e Brancos 2006 Turno 1,2006,1
Piauí,ABSTENÇÃO,334856,Nulos e Brancos 2006 Turno 1,2006,1
Ceará,ABSTENÇÃO,932013,Nulos e Brancos 2006 Turno 1,2006,1
R. G. do Norte,ABSTENÇÃO,311232,Nulos e Brancos 2006 Turno 1,2006,1
Paraíba,ABSTENÇÃO,419613,Nulos e Brancos 2006 Turno 1,2006,1
Pernambuco,ABSTENÇÃO,1064542,Nulos e Brancos 2006 Turno 1,2006,1
Alagoas,ABSTENÇÃO,345737,Nulos e Brancos 2006 Turno 1,2006,1
Sergipe,ABSTENÇÃO,188227,Nulos e Brancos 2006 Turno 1,2006,1
Bahia,ABSTENÇÃO,1884249,Nulos e Brancos 2006 Turno 1,2006,1
Minas Gerais,ABSTENÇÃO,2447141,Nulos e Brancos 2006 Turno 1,2006,1
Espirito Santo,ABSTENÇÃO,393284,Nulos e Brancos 2006 Turno 1,2006,1
Rio de Janeiro ,ABSTENÇÃO,1635603,Nulos e Brancos 2006 Turno 1,2006,1
São Paulo,ABSTENÇÃO,4265672,Nulos e Brancos 2006 Turno 1,2006,1
Paraná,ABSTENÇÃO,1153861,Nulos e Brancos 2006 Turno 1,2006,1
Santa Catarina,ABSTENÇÃO,580322,Nulos e Brancos 2006 Turno 1,2006,1
R. G. do Sul,ABSTENÇÃO,1073755,Nulos e Brancos 2006 Turno 1,2006,1
M. G. do Sul,ABSTENÇÃO,272233,Nulos e Brancos 2006 Turno 1,2006,1
Mato Grosso,ABSTENÇÃO,390654,Nulos e Brancos 2006 Turno 1,2006,1
Goiás,ABSTENÇÃO,640034,Nulos e Brancos 2006 Turno 1,2006,1
Distrito Federal,ABSTENÇÃO,229750,Nulos e Brancos 2006 Turno 1,2006,1
Rondônia,VOTOS EM BRANCO,13595,Nulos e Brancos 2006 Turno 1,2006,1
Acre,VOTOS EM BRANCO,4018,Nulos e Brancos 2006 Turno 1,2006,1
Amazonas,VOTOS EM BRANCO,18792,Nulos e Brancos 2006 Turno 1,2006,1
Roraima,VOTOS EM BRANCO,2193,Nulos e Brancos 2006 Turno 1,2006,1
Pará,VOTOS EM BRANCO,53781,Nulos e Brancos 2006 Turno 1,2006,1
Amapá,VOTOS EM BRANCO,2474,Nulos e Brancos 2006 Turno 1,2006,1
Tocantins,VOTOS EM BRANCO,7603,Nulos e Brancos 2006 Turno 1,2006,1
Maranhão,VOTOS EM BRANCO,55177,Nulos e Brancos 2006 Turno 1,2006,1
Piauí,VOTOS EM BRANCO,33700,Nulos e Brancos 2006 Turno 1,2006,1
Ceará,VOTOS EM BRANCO,93891,Nulos e Brancos 2006 Turno 1,2006,1
R. G. do Norte,VOTOS EM BRANCO,49368,Nulos e Brancos 2006 Turno 1,2006,1
Paraíba,VOTOS EM BRANCO,57181,Nulos e Brancos 2006 Turno 1,2006,1
Pernambuco,VOTOS EM BRANCO,178589,Nulos e Brancos 2006 Turno 1,2006,1
Alagoas,VOTOS EM BRANCO,48020,Nulos e Brancos 2006 Turno 1,2006,1
Sergipe,VOTOS EM BRANCO,28229,Nulos e Brancos 2006 Turno 1,2006,1
Bahia,VOTOS EM BRANCO,201151,Nulos e Brancos 2006 Turno 1,2006,1
Minas Gerais,VOTOS EM BRANCO,384798,Nulos e Brancos 2006 Turno 1,2006,1
Espirito Santo,VOTOS EM BRANCO,51476,Nulos e Brancos 2006 Turno 1,2006,1
Rio de Janeiro ,VOTOS EM BRANCO,292369,Nulos e Brancos 2006 Turno 1,2006,1
São Paulo,VOTOS EM BRANCO,709170,Nulos e Brancos 2006 Turno 1,2006,1
Paraná,VOTOS EM BRANCO,145476,Nulos e Brancos 2006 Turno 1,2006,1
Santa Catarina,VOTOS EM BRANCO,85003,Nulos e Brancos 2006 Turno 1,2006,1
R. G. do Sul,VOTOS EM BRANCO,214245,Nulos e Brancos 2006 Turno 1,2006,1
M. G. do Sul,VOTOS EM BRANCO,17422,Nulos e Brancos 2006 Turno 1,2006,1
Mato Grosso,VOTOS EM BRANCO,28575,Nulos e Brancos 2006 Turno 1,2006,1
Goiás,VOTOS EM BRANCO,67409,Nulos e Brancos 2006 Turno 1,2006,1
Distrito Federal,VOTOS EM BRANCO,21237,Nulos e Brancos 2006 Turno 1,2006,1
Rondônia,VOTOS NULOS,40901,Nulos e Brancos 2006 Turno 1,2006,1
Acre,VOTOS NULOS,17794,Nulos e Brancos 2006 Turno 1,2006,1
Amazonas,VOTOS NULOS,74676,Nulos e Brancos 2006 Turno 1,2006,1
Roraima,VOTOS NULOS,8024,Nulos e Brancos 2006 Turno 1,2006,1
Pará,VOTOS NULOS,129220,Nulos e Brancos 2006 Turno 1,2006,1
Amapá,VOTOS NULOS,11274,Nulos e Brancos 2006 Turno 1,2006,1
Tocantins,VOTOS NULOS,45551,Nulos e Brancos 2006 Turno 1,2006,1
Maranhão,VOTOS NULOS,229752,Nulos e Brancos 2006 Turno 1,2006,1
Piauí,VOTOS NULOS,135995,Nulos e Brancos 2006 Turno 1,2006,1
Ceará,VOTOS NULOS,330179,Nulos e Brancos 2006 Turno 1,2006,1
R. G. do Norte,VOTOS NULOS,156999,Nulos e Brancos 2006 Turno 1,2006,1
Paraíba,VOTOS NULOS,170318,Nulos e Brancos 2006 Turno 1,2006,1
Pernambuco,VOTOS NULOS,371037,Nulos e Brancos 2006 Turno 1,2006,1
Alagoas,VOTOS NULOS,125015,Nulos e Brancos 2006 Turno 1,2006,1
Sergipe,VOTOS NULOS,76864,Nulos e Brancos 2006 Turno 1,2006,1
Bahia,VOTOS NULOS,582896,Nulos e Brancos 2006 Turno 1,2006,1
Minas Gerais,VOTOS NULOS,627226,Nulos e Brancos 2006 Turno 1,2006,1
Espirito Santo,VOTOS NULOS,90979,Nulos e Brancos 2006 Turno 1,2006,1
Rio de Janeiro ,VOTOS NULOS,640788,Nulos e Brancos 2006 Turno 1,2006,1
São Paulo,VOTOS NULOS,1053371,Nulos e Brancos 2006 Turno 1,2006,1
Paraná,VOTOS NULOS,250502,Nulos e Brancos 2006 Turno 1,2006,1
Santa Catarina,VOTOS NULOS,165548,Nulos e Brancos 2006 Turno 1,2006,1
R. G. do Sul,VOTOS NULOS,255842,Nulos e Brancos 2006 Turno 1,2006,1
M. G. do Sul,VOTOS NULOS,49064,Nulos e Brancos 2006 Turno 1,2006,1
Mato Grosso,VOTOS NULOS,79405,Nulos e Brancos 2006 Turno 1,2006,1
Goiás,VOTOS NULOS,180681,Nulos e Brancos 2006 Turno 1,2006,1
