estado,situacao,votos,eleicao,ano,turno
Distrito Federal,VOTOS NULOS,56258,Nulos e Brancos 2006 Turno 1,2006,1
Rondônia, Luiz Inácio Lula da Silva PT (PRB-PCdoB),329598,Presidente,2006,1
Acre, Luiz Inácio Lula da Silva PT (PRB-PCdoB),133221,Presidente,2006,1
Amazonas, Luiz Inácio Lula da Silva PT (PRB-PCdoB),1070656,Presidente,2006,1
Roraima, Luiz Inácio Lula da Silva PT (PRB-PCdoB),49433,Presidente,2006,1
Pará, Luiz Inácio Lula da Silva PT (PRB-PCdoB),1631569,Presidente,2006,1
Amapá, Luiz Inácio Lula da Silva PT (PRB-PCdoB),160675,Presidente,2006,1
Tocantins, Luiz Inácio Lula da Silva PT (PRB-PCdoB),392151,Presidente,2006,1
Maranhão, Luiz Inácio Lula da Silva PT (PRB-PCdoB),2128103,Presidente,2006,1
Piauí, Luiz Inácio Lula da Silva PT (PRB-PCdoB),1055600,Presidente,2006,1
Ceará, Luiz Inácio Lula da Silva PT (PRB-PCdoB),2852895,Presidente,2006,1
R. G. do Norte, Luiz Inácio Lula da Silva PT (PRB-PCdoB),952796,Presidente,2006,1
Paraíba, Luiz Inácio Lula da Silva PT (PRB-PCdoB),1258341,Presidente,2006,1
Pernambuco, Luiz Inácio Lula da Silva PT (PRB-PCdoB),2993618,Presidente,2006,1
Alagoas, Luiz Inácio Lula da Silva PT (PRB-PCdoB),625162,Presidente,2006,1
Sergipe, Luiz Inácio Lula da Silva PT (PRB-PCdoB),476399,Presidente,2006,1
Bahia, Luiz Inácio Lula da Silva PT (PRB-PCdoB),4293200,Presidente,2006,1
Minas Gerais, Luiz Inácio Lula da Silva PT (PRB-PCdoB),5192439,Presidente,2006,1
Espírito Santo, Luiz Inácio Lula da Silva PT (PRB-PCdoB),953609,Presidente,2006,1
Rio de Janeiro, Luiz Inácio Lula da Silva PT (PRB-PCdoB),4092648,Presidente,2006,1
São Paulo, Luiz Inácio Lula da Silva PT (PRB-PCdoB),8091867,Presidente,2006,1
Paraná, Luiz Inácio Lula da Silva PT (PRB-PCdoB),2111589,Presidente,2006,1
Santa Catarina, Luiz Inácio Lula da Silva PT (PRB-PCdoB),1108851,Presidente,2006,1
R. G. do Sul, Luiz Inácio Lula da Silva PT (PRB-PCdoB),2052656,Presidente,2006,1
M. G. do Sul, Luiz Inácio Lula da Silva PT (PRB-PCdoB),439965,Presidente,2006,1
Mato Grosso, Luiz Inácio Lula da Silva PT (PRB-PCdoB),557244,Presidente,2006,1
Goiás, Luiz Inácio Lula da Silva PT (PRB-PCdoB),1143122,Presidente,2006,1
Distrito Federal, Luiz Inácio Lula da Silva PT (PRB-PCdoB),499407,Presidente,2006,1
Rondônia,ABSTENÇÃO,231997,Nulos e Brancos 2010 Turno 1,2010,1
Acre,ABSTENÇÃO,106975,Nulos e Brancos 2010 Turno 1,2010,1
Amazonas,ABSTENÇÃO,406174,Nulos e Brancos 2010 Turno 1,2010,1
Roraima,ABSTENÇÃO,37980,Nulos e Brancos 2010 Turno 1,2010,1
Pará,ABSTENÇÃO,1008763,Nulos e Brancos 2010 Turno 1,2010,1
Amapá,ABSTENÇÃO,62539,Nulos e Brancos 2010 Turno 1,2010,1
Tocantins,ABSTENÇÃO,175262,Nulos e Brancos 2010 Turno 1,2010,1
Maranhão,ABSTENÇÃO,1035648,Nulos e Brancos 2010 Turno 1,2010,1
Piauí,ABSTENÇÃO,448538,Nulos e Brancos 2010 Turno 1,2010,1
Ceará,ABSTENÇÃO,1178631,Nulos e Brancos 2010 Turno 1,2010,1
R. G. do Norte,ABSTENÇÃO,367434,Nulos e Brancos 2010 Turno 1,2010,1
Paraíba,ABSTENÇÃO,506052,Nulos e Brancos 2010 Turno 1,2010,1
Pernambuco,ABSTENÇÃO,1214277,Nulos e Brancos 2010 Turno 1,2010,1
Alagoas,ABSTENÇÃO,449639,Nulos e Brancos 2010 Turno 1,2010,1
Sergipe,ABSTENÇÃO,240465,Nulos e Brancos 2010 Turno 1,2010,1
Bahia,ABSTENÇÃO,2057633,Nulos e Brancos 2010 Turno 1,2010,1
Minas Gerais,ABSTENÇÃO,2675492,Nulos e Brancos 2010 Turno 1,2010,1
Espirito Santo,ABSTENÇÃO,438946,Nulos e Brancos 2010 Turno 1,2010,1
Rio de Janeiro ,ABSTENÇÃO,2011597,Nulos e Brancos 2010 Turno 1,2010,1
São Paulo,ABSTENÇÃO,4979456,Nulos e Brancos 2010 Turno 1,2010,1
Paraná,ABSTENÇÃO,1250376,Nulos e Brancos 2010 Turno 1,2010,1
Santa Catarina,ABSTENÇÃO,636654,Nulos e Brancos 2010 Turno 1,2010,1
R. G. do Sul,ABSTENÇÃO,1204648,Nulos e Brancos 2010 Turno 1,2010,1
M. G. do Sul,ABSTENÇÃO,308448,Nulos e Brancos 2010 Turno 1,2010,1
Mato Grosso,ABSTENÇÃO,438820,Nulos e Brancos 2010 Turno 1,2010,1
Goiás,ABSTENÇÃO,729276,Nulos e Brancos 2010 Turno 1,2010,1
Distrito Federal,ABSTENÇÃO,283177,Nulos e Brancos 2010 Turno 1,2010,1
Rondônia,VOTOS EM BRANCO,16533,Nulos e Brancos 2010 Turno 1,2010,1
Acre,VOTOS EM BRANCO,3818,Nulos e Brancos 2010 Turno 1,2010,1
Amazonas,VOTOS EM BRANCO,21312,Nulos e Brancos 2010 Turno 1,2010,1
Roraima,VOTOS EM BRANCO,2725,Nulos e Brancos 2010 Turno 1,2010,1
Pará,VOTOS EM BRANCO,66727,Nulos e Brancos 2010 Turno 1,2010,1
Amapá,VOTOS EM BRANCO,3630,Nulos e Brancos 2010 Turno 1,2010,1
Tocantins,VOTOS EM BRANCO,9951,Nulos e Brancos 2010 Turno 1,2010,1
Maranhão,VOTOS EM BRANCO,67827,Nulos e Brancos 2010 Turno 1,2010,1
Piauí,VOTOS EM BRANCO,36380,Nulos e Brancos 2010 Turno 1,2010,1
Ceará,VOTOS EM BRANCO,140365,Nulos e Brancos 2010 Turno 1,2010,1
R. G. do Norte,VOTOS EM BRANCO,75552,Nulos e Brancos 2010 Turno 1,2010,1
Paraíba,VOTOS EM BRANCO,80528,Nulos e Brancos 2010 Turno 1,2010,1
Pernambuco,VOTOS EM BRANCO,204176,Nulos e Brancos 2010 Turno 1,2010,1
Alagoas,VOTOS EM BRANCO,57821,Nulos e Brancos 2010 Turno 1,2010,1
Sergipe,VOTOS EM BRANCO,43054,Nulos e Brancos 2010 Turno 1,2010,1
Bahia,VOTOS EM BRANCO,221801,Nulos e Brancos 2010 Turno 1,2010,1
Minas Gerais,VOTOS EM BRANCO,418468,Nulos e Brancos 2010 Turno 1,2010,1
Espirito Santo,VOTOS EM BRANCO,62569,Nulos e Brancos 2010 Turno 1,2010,1
Rio de Janeiro ,VOTOS EM BRANCO,368193,Nulos e Brancos 2010 Turno 1,2010,1
São Paulo,VOTOS EM BRANCO,856433,Nulos e Brancos 2010 Turno 1,2010,1
Paraná,VOTOS EM BRANCO,163486,Nulos e Brancos 2010 Turno 1,2010,1
Santa Catarina,VOTOS EM BRANCO,110605,Nulos e Brancos 2010 Turno 1,2010,1
R. G. do Sul,VOTOS EM BRANCO,266304,Nulos e Brancos 2010 Turno 1,2010,1
M. G. do Sul,VOTOS EM BRANCO,26786,Nulos e Brancos 2010 Turno 1,2010,1
Mato Grosso,VOTOS EM BRANCO,32728,Nulos e Brancos 2010 Turno 1,2010,1
Goiás,VOTOS EM BRANCO,84858,Nulos e Brancos 2010 Turno 1,2010,1
Distrito Federal,VOTOS EM BRANCO,33674,Nulos e Brancos 2010 Turno 1,2010,1
Rondônia,VOTOS NULOS,40154,Nulos e Brancos 2010 Turno 1,2010,1
Acre,VOTOS NULOS,13931,Nulos e Brancos 2010 Turno 1,2010,1
Amazonas,VOTOS NULOS,75462,Nulos e Brancos 2010 Turno 1,2010,1
Roraima,VOTOS NULOS,8270,Nulos e Brancos 2010 Turno 1,2010,1
Pará,VOTOS NULOS,141361,Nulos e Brancos 2010 Turno 1,2010,1
Amapá,VOTOS NULOS,13422,Nulos e Brancos 2010 Turno 1,2010,1
Tocantins,VOTOS NULOS,51829,Nulos e Brancos 2010 Turno 1,2010,1
Maranhão,VOTOS NULOS,273494,Nulos e Brancos 2010 Turno 1,2010,1
Piauí,VOTOS NULOS,154903,Nulos e Brancos 2010 Turno 1,2010,1
Ceará,VOTOS NULOS,360559,Nulos e Brancos 2010 Turno 1,2010,1
R. G. do Norte,VOTOS NULOS,166966,Nulos e Brancos 2010 Turno 1,2010,1
Paraíba,VOTOS NULOS,213747,Nulos e Brancos 2010 Turno 1,2010,1
Pernambuco,VOTOS NULOS,385828,Nulos e Brancos 2010 Turno 1,2010,1
Alagoas,VOTOS NULOS,131944,Nulos e Brancos 2010 Turno 1,2010,1
Sergipe,VOTOS NULOS,78561,Nulos e Brancos 2010 Turno 1,2010,1
Bahia,VOTOS NULOS,577033,Nulos e Brancos 2010 Turno 1,2010,1
Minas Gerais,VOTOS NULOS,634386,Nulos e Brancos 2010 Turno 1,2010,1
Espirito Santo,VOTOS NULOS,94585,Nulos e Brancos 2010 Turno 1,2010,1
Rio de Janeiro ,VOTOS NULOS,659218,Nulos e Brancos 2010 Turno 1,2010,1
São Paulo,VOTOS NULOS,1027535,Nulos e Brancos 2010 Turno 1,2010,1
Paraná,VOTOS NULOS,249136,Nulos e Brancos 2010 Turno 1,2010,1
Santa Catarina,VOTOS NULOS,166330,Nulos e Brancos 2010 Turno 1,2010,1
R. G. do Sul,VOTOS NULOS,230837,Nulos e Brancos 2010 Turno 1,2010,1
M. G. do Sul,VOTOS NULOS,63829,Nulos e Brancos 2010 Turno 1,2010,1
Mato Grosso,VOTOS NULOS,85891,Nulos e Brancos 2010 Turno 1,2010,1
Goiás,VOTOS NULOS,161985,Nulos e Brancos 2010 Turno 1,2010,1
Distrito Federal,VOTOS NULOS,60032,Nulos e Brancos 2010 Turno 1,2010,1
Rondônia,Dilma Rousseff (PT),321712,Presidente,2010,1
Acre,Dilma Rousseff (PT),82733,Presidente,2010,1
Amazonas,Dilma Rousseff (PT),991128,Presidente,2010,1
Roraima,Dilma Rousseff (PT),63927,Presidente,2010,1
Pará,Dilma Rousseff (PT),1699799,Presidente,2010,1
Amapá,Dilma Rousseff (PT),161443,Presidente,2010,1
Tocantins,Dilma Rousseff (PT),362383,Presidente,2010,1
Maranhão,Dilma Rousseff (PT),2079650,Presidente,2010,1
Piauí,Dilma Rousseff (PT),1088205,Presidente,2010,1
Ceará,Dilma Rousseff (PT),2783451,Presidente,2010,1
R. G. do Norte,Dilma Rousseff (PT),846416,Presidente,2010,1
Paraíba,Dilma Rousseff (PT),1031185,Presidente,2010,1
Pernambuco,Dilma Rousseff (PT),2748751,Presidente,2010,1
Alagoas,Dilma Rousseff (PT),709844,Presidente,2010,1
Sergipe,Dilma Rousseff (PT),506802,Presidente,2010,1
Bahia,Dilma Rousseff (PT),4188099,Presidente,2010,1
Minas Gerais,Dilma Rousseff (PT),5067399,Presidente,2010,1
Espírito Santo,Dilma Rousseff (PT),717417,Presidente,2010,1
Rio de Janeiro,Dilma Rousseff (PT),3739632,Presidente,2010,1
São Paulo,Dilma Rousseff (PT),8740949,Presidente,2010,1
Paraná,Dilma Rousseff (PT),2311239,Presidente,2010,1
Santa Catarina,Dilma Rousseff (PT),1402566,Presidente,2010,1
R. G. do Sul,Dilma Rousseff (PT),3007263,Presidente,2010,1
M. G. do Sul,Dilma Rousseff (PT),518877,Presidente,2010,1
Mato Grosso,Dilma Rousseff (PT),659771,Presidente,2010,1
Goiás,Dilma Rousseff (PT),1301985,Presidente,2010,1
Distrito Federal,Dilma Rousseff (PT),462441,Presidente,2010,1
Rondônia,ABSTENÇÃO,240573,Nulos e Brancos 2014 Turno 1,2014,1
Acre,ABSTENÇÃO,87748,Nulos e Brancos 2014 Turno 1,2014,1
Amazonas,ABSTENÇÃO,433813,Nulos e Brancos 2014 Turno 1,2014,1
Roraima,ABSTENÇÃO,37217,Nulos e Brancos 2014 Turno 1,2014,1
Pará,ABSTENÇÃO,1094107,Nulos e Brancos 2014 Turno 1,2014,1
Amapá,ABSTENÇÃO,47522,Nulos e Brancos 2014 Turno 1,2014,1
Tocantins,ABSTENÇÃO,195295,Nulos e Brancos 2014 Turno 1,2014,1
Maranhão,ABSTENÇÃO,1062192,Nulos e Brancos 2014 Turno 1,2014,1
Piauí,ABSTENÇÃO,443062,Nulos e Brancos 2014 Turno 1,2014,1
Ceará,ABSTENÇÃO,1261344,Nulos e Brancos 2014 Turno 1,2014,1
R. G. do Norte,ABSTENÇÃO,391478,Nulos e Brancos 2014 Turno 1,2014,1
Paraíba,ABSTENÇÃO,500260,Nulos e Brancos 2014 Turno 1,2014,1
Pernambuco,ABSTENÇÃO,1049479,Nulos e Brancos 2014 Turno 1,2014,1
Alagoas,ABSTENÇÃO,382657,Nulos e Brancos 2014 Turno 1,2014,1
Sergipe,ABSTENÇÃO,213706,Nulos e Brancos 2014 Turno 1,2014,1
Bahia,ABSTENÇÃO,2360558,Nulos e Brancos 2014 Turno 1,2014,1
Minas Gerais,ABSTENÇÃO,3050396,Nulos e Brancos 2014 Turno 1,2014,1
Espirito Santo,ABSTENÇÃO,501374,Nulos e Brancos 2014 Turno 1,2014,1
Rio de Janeiro ,ABSTENÇÃO,2440581,Nulos e Brancos 2014 Turno 1,2014,1
São Paulo,ABSTENÇÃO,6242936,Nulos e Brancos 2014 Turno 1,2014,1
Paraná,ABSTENÇÃO,1324920,Nulos e Brancos 2014 Turno 1,2014,1
Santa Catarina,ABSTENÇÃO,796820,Nulos e Brancos 2014 Turno 1,2014,1
R. G. do Sul,ABSTENÇÃO,1408386,Nulos e Brancos 2014 Turno 1,2014,1
M. G. do Sul,ABSTENÇÃO,373191,Nulos e Brancos 2014 Turno 1,2014,1
Mato Grosso,ABSTENÇÃO,501407,Nulos e Brancos 2014 Turno 1,2014,1
Goiás,ABSTENÇÃO,815396,Nulos e Brancos 2014 Turno 1,2014,1
Distrito Federal,ABSTENÇÃO,221189,Nulos e Brancos 2014 Turno 1,2014,1
Rondônia,VOTOS EM BRANCO,20624,Nulos e Brancos 2014 Turno 1,2014,1
Acre,VOTOS EM BRANCO,4343,Nulos e Brancos 2014 Turno 1,2014,1
Amazonas,VOTOS EM BRANCO,36064,Nulos e Brancos 2014 Turno 1,2014,1
Roraima,VOTOS EM BRANCO,3749,Nulos e Brancos 2014 Turno 1,2014,1
Pará,VOTOS EM BRANCO,84927,Nulos e Brancos 2014 Turno 1,2014,1
Amapá,VOTOS EM BRANCO,5042,Nulos e Brancos 2014 Turno 1,2014,1
Tocantins,VOTOS EM BRANCO,14279,Nulos e Brancos 2014 Turno 1,2014,1
Maranhão,VOTOS EM BRANCO,76761,Nulos e Brancos 2014 Turno 1,2014,1
Piauí,VOTOS EM BRANCO,37303,Nulos e Brancos 2014 Turno 1,2014,1
Ceará,VOTOS EM BRANCO,158501,Nulos e Brancos 2014 Turno 1,2014,1
R. G. do Norte,VOTOS EM BRANCO,84976,Nulos e Brancos 2014 Turno 1,2014,1
Paraíba,VOTOS EM BRANCO,95337,Nulos e Brancos 2014 Turno 1,2014,1
Pernambuco,VOTOS EM BRANCO,219837,Nulos e Brancos 2014 Turno 1,2014,1
Alagoas,VOTOS EM BRANCO,71609,Nulos e Brancos 2014 Turno 1,2014,1
Sergipe,VOTOS EM BRANCO,54099,Nulos e Brancos 2014 Turno 1,2014,1
Bahia,VOTOS EM BRANCO,252749,Nulos e Brancos 2014 Turno 1,2014,1
Minas Gerais,VOTOS EM BRANCO,467144,Nulos e Brancos 2014 Turno 1,2014,1
Espirito Santo,VOTOS EM BRANCO,81546,Nulos e Brancos 2014 Turno 1,2014,1
Rio de Janeiro ,VOTOS EM BRANCO,466867,Nulos e Brancos 2014 Turno 1,2014,1
São Paulo,VOTOS EM BRANCO,1252960,Nulos e Brancos 2014 Turno 1,2014,1
Paraná,VOTOS EM BRANCO,221614,Nulos e Brancos 2014 Turno 1,2014,1
Santa Catarina,VOTOS EM BRANCO,150765,Nulos e Brancos 2014 Turno 1,2014,1
R. G. do Sul,VOTOS EM BRANCO,313623,Nulos e Brancos 2014 Turno 1,2014,1
M. G. do Sul,VOTOS EM BRANCO,40124,Nulos e Brancos 2014 Turno 1,2014,1
Mato Grosso,VOTOS EM BRANCO,45578,Nulos e Brancos 2014 Turno 1,2014,1
Goiás,VOTOS EM BRANCO,116419,Nulos e Brancos 2014 Turno 1,2014,1
Distrito Federal,VOTOS EM BRANCO,38439,Nulos e Brancos 2014 Turno 1,2014,1
Rondônia,VOTOS NULOS,37623,Nulos e Brancos 2014 Turno 1,2014,1
Acre,VOTOS NULOS,15538,Nulos e Brancos 2014 Turno 1,2014,1
Amazonas,VOTOS NULOS,77898,Nulos e Brancos 2014 Turno 1,2014,1
Roraima,VOTOS NULOS,8855,Nulos e Brancos 2014 Turno 1,2014,1
Pará,VOTOS NULOS,169242,Nulos e Brancos 2014 Turno 1,2014,1
Amapá,VOTOS NULOS,13466,Nulos e Brancos 2014 Turno 1,2014,1
Tocantins,VOTOS NULOS,53545,Nulos e Brancos 2014 Turno 1,2014,1
Maranhão,VOTOS NULOS,211982,Nulos e Brancos 2014 Turno 1,2014,1
Piauí,VOTOS NULOS,114729,Nulos e Brancos 2014 Turno 1,2014,1
Ceará,VOTOS NULOS,328832,Nulos e Brancos 2014 Turno 1,2014,1
R. G. do Norte,VOTOS NULOS,186059,Nulos e Brancos 2014 Turno 1,2014,1
Paraíba,VOTOS NULOS,141373,Nulos e Brancos 2014 Turno 1,2014,1
Pernambuco,VOTOS NULOS,275579,Nulos e Brancos 2014 Turno 1,2014,1
Alagoas,VOTOS NULOS,131934,Nulos e Brancos 2014 Turno 1,2014,1
Sergipe,VOTOS NULOS,90576,Nulos e Brancos 2014 Turno 1,2014,1
Bahia,VOTOS NULOS,580188,Nulos e Brancos 2014 Turno 1,2014,1
Minas Gerais,VOTOS NULOS,612155,Nulos e Brancos 2014 Turno 1,2014,1
Espirito Santo,VOTOS NULOS,95482,Nulos e Brancos 2014 Turno 1,2014,1
Rio de Janeiro ,VOTOS NULOS,886867,Nulos e Brancos 2014 Turno 1,2014,1
São Paulo,VOTOS NULOS,1525311,Nulos e Brancos 2014 Turno 1,2014,1
Paraná,VOTOS NULOS,252325,Nulos e Brancos 2014 Turno 1,2014,1
Santa Catarina,VOTOS NULOS,200227,Nulos e Brancos 2014 Turno 1,2014,1
R. G. do Sul,VOTOS NULOS,295836,Nulos e Brancos 2014 Turno 1,2014,1
M. G. do Sul,VOTOS NULOS,52791,Nulos e Brancos 2014 Turno 1,2014,1
Mato Grosso,VOTOS NULOS,82511,Nulos e Brancos 2014 Turno 1,2014,1
Goiás,VOTOS NULOS,171467,Nulos e Brancos 2014 Turno 1,2014,1
Distrito Federal,VOTOS NULOS,61555,Nulos e Brancos 2014 Turno 1,2014,1
Rondônia,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),345167,Presidente,2014,1
Acre,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),111610,Presidente,2014,1
Amazonas,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),915030,Presidente,2014,1
Roraima,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),82857,Presidente,2014,1
Pará,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),2040696,Presidente,2014,1
Amapá,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),198939,Presidente,2014,1
Tocantins,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),368348,Presidente,2014,1
Maranhão,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),2187668,Presidente,2014,1
Piauí,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),1235203,Presidente,2014,1
Ceará,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),3087115,Presidente,2014,1
R. G. do Norte,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),999452,Presidente,2014,1
Paraíba,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),1166632,Presidente,2014,1
Pernambuco,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),2126491,Presidente,2014,1
Alagoas,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),703674,Presidente,2014,1
Sergipe,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),601578,Presidente,2014,1
Bahia,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),4292325,Presidente,2014,1
Minas Gerais,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),4829513,Presidente,2014,1
Espírito Santo,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),653469,Presidente,2014,1
Rio de Janeiro,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),2970486,Presidente,2014,1
São Paulo,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),5927503,Presidente,2014,1
Paraná,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),1972761,Presidente,2014,1
Santa Catarina,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),1140432,Presidente,2014,1
R. G. do Sul,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),2751098,Presidente,2014,1
M. G. do Sul,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),506951,Presidente,2014,1
Mato Grosso,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),616265,Presidente,2014,1
Goiás,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),1035673,Presidente,2014,1
Distrito Federal,Dilma Rousseff PT (PT / PMDB / PSD / PP / PR / PROS / PDT / PC do B / PRB),362511,Presidente,2014,1
